FileName,jsjiami_unweighted,jsjiami_jsdec,jsjiami_illu,jsjiami_sd,jsjiami_recover_unweighted
6973.js,-1,-1,-1,-1,-1
69826.js,0.411242966,0.648120512,-1,0.314613398,-1
7002.js,-1,-1,-1,-1,-1
70040.js,-1,-1,-1,-1,-1
70143.js,-1,-1,-1,-1,-1
70353.js,0.130521167,0.9,0.130521167,0.084270097,0.9
70364.js,0.740740741,-1,0.740740741,0.080590947,-1
70436.js,-1,-1,-1,-1,-1
70645.js,-1,-1,-1,-1,-1
70748.js,0.24570616,0.791830566,0.24570616,0.219455087,0.840855305
70775.js,0.14206656,0.682523633,0.142302356,0.099688957,0.682523633
70800.js,-1,-1,-1,-1,-1
70848.js,0.209350716,0.776524329,0.209517596,0.099861878,0.776524329
7092.js,-1,-1,-1,-1,-1
7096.js,-1,-1,-1,-1,-1
71032.js,0.16336601,0.740740741,0.16336601,0.087917396,0.740740741
71077.js,0.928571429,-1,0.928571429,0.111919078,-1
71214.js,-1,-1,-1,-1,-1
7167.js,0.286199428,0.583997116,0.286199428,0.251257706,-1
71688.js,0.519847684,0.593175096,-1,0.450096761,0.706172356
71716.js,0.534035781,0.602067355,-1,0.240413763,0.778793245
71738.js,0.129859179,0.730296743,0.130078721,0.108347268,0.730296743
71744.js,0.082973981,1,0.082973981,0.076138699,1
71750.js,1,-1,1,0.076138699,-1
71963.js,-1,-1,-1,-1,-1
72068.js,0.199680766,0.823193209,0.199680766,0.167505137,0.86210545
72075.js,-1,-1,-1,-1,-1
72259.js,0.487398987,0.709287074,0.487611965,0.464570408,0.745083915
72273.js,0.514000781,0.634343941,-1,0.523034624,-1
72470.js,0.429349751,0.665039439,-1,0.43219554,0.747943415
72581.js,0.438810925,0.732840074,-1,0.400409686,0.876409469
72663.js,-1,-1,-1,-1,-1
72777.js,0.777777778,-1,0.777777778,0.101518265,-1
72873.js,-1,-1,-1,-1,-1
73020.js,-1,-1,-1,-1,-1
73103.js,0.278469227,0.793582517,0.274776615,0.190687362,0.81483717
73109.js,0.329059829,0.87811408,0.329547687,0.186116819,0.87811408
73132.js,0.268329016,0.907407407,0.268329016,0.139875721,0.907407407
73187.js,0.436859573,0.704547262,0.436859573,0.368758305,0.884615587
73243.js,0.416307,0.635207463,0.416307,0.420506998,0.715394958
73244.js,0.383854684,0.629411418,0.383854684,0.389746916,-1
7325.js,0.35686498,0.760728649,0.365664769,0.254494825,0.810609723
73300.js,0.123920399,0.818181818,0.123920399,0.114783407,0.818181818
73351.js,-1,-1,-1,-1,-1
73402.js,-1,-1,-1,-1,-1
73432.js,0.501802448,0.601699538,-1,0.244104178,-1
73442.js,0.35772358,0.60681863,0.35868083,0.376060135,0.649138293
73458.js,-1,-1,-1,-1,-1
73592.js,-1,-1,-1,-1,-1
73803.js,-1,-1,-1,-1,-1
73809.js,-1,-1,-1,-1,-1
73836.js,-1,-1,-1,-1,-1
73964.js,-1,-1,-1,-1,-1
74224.js,-1,-1,-1,-1,-1
74229.js,-1,-1,-1,-1,-1
74239.js,-1,-1,-1,-1,-1
74289.js,-1,-1,-1,-1,-1
74293.js,-1,-1,-1,-1,-1
74771.js,-1,-1,-1,-1,-1
7487.js,-1,-1,-1,-1,-1
74944.js,-1,-1,-1,-1,-1
7496.js,-1,-1,-1,-1,-1
74971.js,-1,-1,-1,-1,-1
74995.js,-1,-1,-1,-1,-1
75102.js,-1,-1,-1,-1,-1
75105.js,-1,-1,-1,-1,-1
75299.js,-1,-1,-1,-1,-1
75611.js,-1,-1,-1,-1,-1
75651.js,-1,-1,-1,-1,-1
75749.js,-1,-1,-1,-1,-1
75809.js,-1,-1,-1,-1,-1
75852.js,-1,-1,-1,-1,-1
7605.js,-1,-1,-1,-1,-1
76140.js,-1,-1,-1,-1,-1
76186.js,-1,-1,-1,-1,-1
76256.js,-1,-1,-1,-1,-1
76359.js,-1,-1,-1,-1,-1
7636.js,-1,-1,-1,-1,-1
76371.js,-1,-1,-1,-1,-1
76432.js,-1,-1,-1,-1,-1
76534.js,-1,-1,-1,-1,-1
76647.js,-1,-1,-1,-1,-1
76686.js,-1,-1,-1,-1,-1
76762.js,-1,-1,-1,-1,-1
76775.js,-1,-1,-1,-1,-1
76806.js,-1,-1,-1,-1,-1
76895.js,-1,-1,-1,-1,-1
77301.js,-1,-1,-1,-1,-1
7745.js,0.44697232,0.898203593,0.44697232,0.412425258,0.898203593
7775.js,0.444958044,0.551434081,-1,0.675087879,-1
78018.js,0.372838143,0.857177025,0.354461661,0.30352415,0.857177025
78361.js,0.377966831,0.857177025,0.360804906,0.30352415,0.857177025
78393.js,0.374864452,0.857177025,0.356377684,0.30352415,0.857177025
78604.js,0.376147798,0.857177025,0.358325118,0.30352415,0.857177025
78626.js,0.376924162,0.857177025,0.359063679,0.30352415,0.857177025
78937.js,0.375890075,0.857177025,0.357347421,0.30352415,0.857177025
79119.js,0.373847179,0.857177025,0.355415799,0.30352415,0.857177025
79406.js,0.374386635,0.858440695,0.355858558,0.305763309,0.858440695
79496.js,0.373847179,0.857177025,0.355415799,0.30352415,0.857177025
79573.js,-1,-1,-1,-1,-1
79644.js,0.317280537,0.688098182,0.317280537,0.311861003,0.823619983
79783.js,0.451039493,0.656234687,0.451599791,0.557868311,0.722450941
79806.js,0.448346568,0.751119818,0.449906815,0.382478743,0.850987026
79827.js,0.287499588,0.662241362,0.287903097,0.233965474,0.844678502
80041.js,0.142436355,0.857142857,0.142436355,0.081395693,0.857142857
80045.js,0.486899068,-1,-1,0.193124256,-1
80055.js,0.489335694,0.594672592,-1,0.565053509,-1
80121.js,0.31764836,0.774791979,0.31764836,0.281996325,0.824295696
80142.js,-1,-1,-1,-1,-1
80144.js,-1,-1,-1,-1,-1
80212.js,-1,-1,-1,-1,-1
80227.js,-1,-1,-1,-1,-1
80246.js,-1,-1,-1,-1,-1
80280.js,-1,-1,-1,-1,-1
80349.js,-1,-1,-1,-1,-1
80408.js,-1,-1,-1,-1,-1
80522.js,-1,-1,-1,-1,-1
80657.js,-1,-1,-1,-1,-1
80761.js,0.284747399,0.698908807,0.284555197,0.285054449,0.85811633
80781.js,0.388144128,0.495103338,0.388900172,0.450373154,-1
80976.js,-1,-1,-1,-1,-1
81381.js,0.431942768,0.744258343,-1,0.398162174,0.846086566
81439.js,0.351995659,0.791107035,0.351995659,0.330720311,0.899035765
81583.js,0.442914248,0.6445243,0.438502625,0.527073502,-1
81680.js,0.335111124,0.735820848,0.335560034,0.286605752,0.826625089
81791.js,0.356720179,0.714694335,0.356720179,0.309717108,0.846153846
8184.js,0.187019124,0.674965564,0.187019124,0.137979014,0.913907694
81895.js,0.33062368,0.845238095,0.33062368,0.290759459,0.845238095
81923.js,0.441792624,0.663150277,0.442887527,0.484921945,0.712787073
81975.js,0.394346988,0.621783397,-1,0.391608399,0.695181697
82065.js,0.391345889,0.674349079,-1,0.317488792,0.758188499
82079.js,0.397080328,0.652137647,0.398424089,0.411479456,-1
82121.js,0.364216507,0.69084928,0.364216507,0.326761916,0.814958052
82246.js,0.344333073,0.575151837,0.344333073,0.350187082,0.692113415
82363.js,0.487484857,0.592310997,0.493140476,0.401296148,-1
82510.js,0.52106048,0.659133451,0.52106048,0.311659637,-1
82835.js,0.38854665,0.460843254,0.389224151,0.383945844,-1
82848.js,0.393678443,0.523095966,0.389639413,0.365758478,-1
82951.js,0.252563014,0.220849141,0.252563014,0.238646636,0.372412288
83022.js,0.402436294,0.585494193,0.404329016,0.485927183,-1
83042.js,0.200791658,0.769800359,0.200791658,0.183161243,0.804030252
83083.js,1,-1,1,0.026919095,-1
83096.js,0.464412607,0.567706308,0.448958284,0.552096374,-1
83154.js,0.457274965,0.743299216,0.457274965,0.089989976,0.793828656
83287.js,0.416345348,0.585657187,0.416345348,0.089989976,0.657345008
83488.js,0.405883381,0.502002017,0.405981409,0.263944516,-1
83510.js,0.420050618,0.59780843,0.420050618,0.12652235,0.690336948
83582.js,0.422272732,0.589240917,0.422272732,0.12652235,0.674804398
83628.js,0.459848764,0.615876557,0.459848764,0.263944516,0.755966
83803.js,0.409493672,0.483670004,0.409594919,0.263944516,-1
83881.js,0.454541756,0.654469103,-1,0.503550848,0.769505462
83941.js,0.522361764,-1,-1,0.404151422,-1
83992.js,0.328903598,0.729203155,0.328903598,0.258978905,0.798142684
84008.js,0.381075344,0.488202399,0.384033871,0.400490156,-1
84075.js,0.23588434,0.656532164,0.23588434,0.215726313,0.838144009
8420.js,-1,-1,-1,-1,-1
84203.js,0.101101261,0.833333333,0.101101261,0.093250481,0.833333333
8424.js,0.1014475,0.833333333,0.1014475,0.093250481,0.833333333
84248.js,0.553584934,0.638529847,-1,0.441969868,-1
84337.js,0.150234926,0.519875245,0.150234926,0.138443731,0.519875245
84365.js,0.23116299,0.787947763,-1,0.163154354,0.787947763
84574.js,-1,-1,-1,-1,-1
84607.js,-1,-1,-1,-1,-1
84732.js,-1,-1,-1,-1,-1
84770.js,-1,-1,-1,-1,-1
84901.js,0.31776238,0.724224349,0.319070947,0.240176962,0.836046077
84950.js,1,-1,1,0.109896746,-1
84966.js,0.455770138,0.656376633,0.452935778,0.57144336,-1
85252.js,-1,-1,-1,-1,-1
85373.js,0.195335104,0.916666667,0.195335104,0.116563101,0.916666667
85388.js,0.789473684,-1,0.789473684,0.139739324,-1
85464.js,-1,-1,-1,-1,-1
85769.js,0.359210604,0.713267488,0.359210604,0.388232711,0.910446301
85776.js,0.31225466,0.588178066,0.31225466,0.340528564,0.819836049
86047.js,0.252462937,0.931818182,0.252462937,0.218088474,0.931818182
86050.js,0.343309601,0.677484016,0.343518364,0.309228543,0.738695353
86060.js,0.439289685,0.650225186,-1,0.502884655,0.726297843
86065.js,0.423165914,0.584684582,0.423371884,0.46431375,0.675135602
86229.js,-1,-1,-1,-1,-1
86235.js,0.219870263,0.911764706,0.219870263,0.195865187,0.911764706
86436.js,0.215130174,0.892857143,0.215130174,0.201444062,0.892857143
86504.js,0.892857143,-1,0.892857143,0.201444062,-1
86507.js,0.237491977,0.522197856,0.237491977,0.231566812,0.810810811
86715.js,0.352406108,0.557007623,0.352406108,0.40114832,0.847791248
86735.js,0.483841978,0.617506588,-1,0.535887462,0.655050066
86811.js,0.240141066,0.888956637,0.240333102,0.210675243,0.888956637
86832.js,0.57155065,0.774109808,0.571787562,0.474091868,0.776640964
86969.js,0.504234024,0.661184331,0.503675935,0.613986271,0.78959393
87032.js,0.101101261,0.833333333,0.101101261,0.093250481,0.833333333
87083.js,0.1014475,0.833333333,0.1014475,0.093250481,0.833333333
87103.js,0.187541185,0.806451613,0.187541185,0.150424054,0.806451613
87319.js,0.233370379,0.705958693,0.233725856,0.083716403,0.705958693
87347.js,0.269578965,0.750048429,0.269959458,0.073466328,0.750048429
87349.js,0.254570275,0.67745852,0.25494164,0.055566057,0.67745852
87389.js,0.314861086,0.632565248,0.315682108,0.136371514,0.729405783
87599.js,0.277896525,0.691310307,0.278494796,0.051524241,0.691310307
87656.js,-1,-1,-1,-1,-1
87741.js,0.342223782,0.713452467,0.342223782,0.319260174,0.800710086
87771.js,-1,-1,-1,-1,-1
878.js,-1,-1,-1,-1,-1
87836.js,-1,-1,-1,-1,-1
87868.js,0.130078721,0.8,0.130078721,0.120385853,0.8
87950.js,0.209959692,0.773020683,0.209959692,0.148055023,0.802955069
88026.js,0.545239096,0.646945445,-1,0.448947998,-1
88048.js,-1,-1,-1,-1,-1
88097.js,-1,-1,-1,-1,-1
88158.js,-1,-1,-1,-1,-1
88228.js,-1,-1,-1,-1,-1
88245.js,0.11854467,0.75,0.11854467,0.098907071,0.75
88281.js,0.254937145,0.603022689,0.254937145,0.215352761,0.676123404
88292.js,-1,-1,-1,-1,-1
88338.js,0.277015291,0.694537352,0.277015291,0.226652239,0.744208408
8835.js,-1,-1,-1,-1,-1
88368.js,0.531046237,0.70839293,-1,0.692169989,0.848631626
88502.js,0.116543309,0.875,0.116543309,0.10767638,0.875
88562.js,0.58942948,0.799252758,0.58942948,0.387254964,-1
88584.js,0.253687883,0.668268119,0.253687883,0.215352761,0.74246212
88669.js,0.384731117,0.657468598,0.384940608,0.357136646,0.704154339
88692.js,0.247241838,0.800250117,0.247630278,0.219455087,0.800250117
88800.js,0.539138785,0.679021564,-1,0.559405259,-1
88889.js,0.506811323,0.730379836,0.507184665,0.586693237,-1
88940.js,-1,-1,-1,-1,-1
88949.js,-1,-1,-1,-1,-1
89049.js,-1,-1,-1,-1,-1
89104.js,-1,-1,-1,-1,-1
89136.js,-1,-1,-1,-1,-1
89236.js,-1,-1,-1,-1,-1
89372.js,0.172448975,0.595071599,0.172448975,0.10107237,0.693219824
89411.js,-1,-1,-1,-1,-1
89423.js,-1,-1,-1,-1,-1
89559.js,0.123928858,0.888888889,0.123928858,0.063448916,0.888888889
89608.js,0.399149542,0.790645992,0.399149542,0.340614601,0.790645992
89708.js,0.281645213,0.407312286,0.281645213,0.327479816,-1
89812.js,-1,-1,-1,-1,-1
89933.js,0.273647797,0.5282938,0.273647797,0.22813675,0.5995889
90007.js,-1,-1,-1,-1,-1
9008.js,-1,-1,-1,-1,-1
90247.js,-1,-1,-1,-1,-1
90873.js,0.409605779,0.625666713,0.40886831,0.42895854,-1
90997.js,0.439972033,0.624229147,0.49015823,0.288562827,0.624229147
9117.js,1,-1,0.833333333,0.139875721,-1
91212.js,-1,-1,-1,-1,-1
91304.js,-1,-1,-1,-1,-1
91307.js,-1,-1,-1,-1,-1
91308.js,-1,-1,-1,-1,-1
91312.js,0.41284234,0.706518319,0.41284234,0.289287668,0.768917217
91329.js,-1,-1,-1,-1,-1
91373.js,-1,-1,-1,-1,-1
91394.js,0.200223919,0.818557734,0.200223919,0.14363447,0.818557734
91446.js,0.321851138,0.660672111,0.321851138,0.301383075,0.716743049
91599.js,-1,-1,-1,-1,-1
91612.js,-1,-1,-1,-1,-1
91677.js,0.375053019,0.643333157,0.375231234,0.374110401,0.724035001
91734.js,0.459328236,0.681116484,0.454682618,0.359249464,0.739863793
91748.js,0.439195464,0.636047215,0.439828311,0.324893927,0.696470635
91874.js,-1,-1,-1,-1,-1
91909.js,-1,-1,-1,-1,-1
92077.js,0.530243244,0.651429256,0.44394389,0.358062331,-1
9218.js,-1,-1,-1,-1,-1
92546.js,0.385467014,0.547231412,0.385986441,0.40992259,-1
92794.js,0.278807491,0.724311483,0.278807491,0.232070986,0.861817101
93065.js,-1,-1,-1,-1,-1
93155.js,-1,-1,-1,-1,-1
93183.js,-1,-1,-1,-1,-1
93312.js,-1,-1,-1,-1,-1
93316.js,-1,-1,-1,-1,-1
93366.js,-1,-1,-1,-1,-1
93449.js,0.270131116,1,0.270131116,0.069763669,1
9348.js,-1,-1,-1,-1,-1
9375.js,-1,-1,-1,-1,-1
93824.js,0.494568344,0.6092126,0.504620737,0.42921825,-1
93844.js,0.475228858,0.646949143,0.474463438,0.544354486,-1
93979.js,0.439317787,0.52620109,0.440298622,0.211554261,-1
94051.js,0.427898286,-1,-1,0.170796817,-1
94210.js,0.168606327,0.941176471,0.168606327,0.120031255,0.941176471
94270.js,0.24555564,0.352124323,0.246522779,0.22559706,-1
94309.js,0.282842712,0.774596669,0.282842712,0.150236886,0.981481481
94320.js,0.443914232,0.610353653,0.415113059,0.444879431,0.876665624
94449.js,0.376437338,0.714430233,-1,0.321360479,0.794408067
94637.js,0.093521953,0.857142857,0.093521953,0.071944308,0.857142857
94660.js,-1,-1,-1,-1,-1
94680.js,-1,-1,-1,-1,-1
94705.js,0.131923902,0.785714286,0.131923902,0.122093539,0.785714286
94749.js,0.226376981,0.535383282,0.226376981,0.156464062,0.740356046
94934.js,0.278780469,0.776659752,0.279197493,0.208576463,0.877328008
94937.js,0.374827784,0.780735023,0.374827784,0.280328845,0.950851615
95059.js,0.141776241,1,0.141776241,0.109896746,1
95121.js,0.405624233,0.635681129,0.407028997,0.458002059,-1
95177.js,0.411056046,0.488441359,0.403296775,0.475565457,-1
95188.js,0.202444083,0.88,0.202444083,0.167505137,0.88
95239.js,0.449621639,0.522638608,0.467151062,0.215761754,-1
95304.js,0.370711344,0.555069564,0.370711344,0.430356363,0.724890346
95349.js,0.501226739,1,0.501226739,0.00669212,1
95354.js,0.514094709,1,0.514094709,0.005236093,1
95511.js,0.48229766,0.795674957,0.483554628,0.471014394,0.845698995
95745.js,0.295382315,0.479257238,0.295663231,0.132059129,0.574749579
95768.js,0.390295266,0.388118298,0.320820177,0.291516975,-1
96010.js,0.547534284,0.70878329,0.569123814,0.325334182,0.666626448
96163.js,-1,-1,-1,-1,-1
96286.js,0.41788032,0.7623625,0.41788032,0.338326592,0.84816922
96412.js,0.345634326,0.809120267,0.345634326,0.298615379,0.890398219
96460.js,0.197867918,0.958333333,0.197867918,0.155417468,0.958333333
96609.js,0.469476478,0.75,0.469476478,0.378998694,0.75
9680.js,-1,-1,-1,-1,-1
96866.js,0.186073573,0.707317073,0.186073573,0.071345202,0.707317073
96992.js,0.349746628,0.436270769,-1,0.546181177,-1
97023.js,0.344194372,0.773497437,-1,0.291174533,0.876230215
971.js,0.181220094,0.75,0.181220094,0.161738741,0.75
97154.js,0.263613556,0.335653319,0.278147902,0.325903947,0.547115711
97160.js,0.255839899,0.826086957,-1,0.190842658,0.826086957
97327.js,-1,-1,-1,-1,-1
97352.js,-1,-1,-1,-1,-1
97548.js,-1,-1,-1,-1,-1
97966.js,0.525017107,0.784329242,-1,0.514843166,0.849234902
97999.js,0.24931195,0.760126526,0.24931195,0.185776683,0.953488372
9814.js,0.231569919,0.733535213,0.231569919,0.222323902,0.758129781
98605.js,0.346448638,0.817662173,0.346448638,0.223482122,0.830210151
98613.js,0.302694146,0.752688172,0.302694146,0.173694736,0.752688172
98791.js,0.357537339,0.528657747,0.358037391,0.31896572,-1
98837.js,-1,-1,-1,-1,-1
98858.js,-1,-1,-1,-1,-1
98893.js,0.415520164,0.723047457,0.415520164,0.267635185,0.797280085
98898.js,0.497550425,0.654749338,0.497550425,0.403621582,0.735706394
98983.js,0.435274401,0.705886825,-1,0.3985874,0.817102982
99018.js,0.405519831,0.534913708,0.405519831,0.448153913,-1
99031.js,0.392872668,0.706319386,0.393273354,0.314329083,-1
99032.js,0.467062299,0.597307103,-1,0.464455328,-1
99044.js,0.465796704,0.624144751,0.465796704,0.406781209,-1
99156.js,0.317355389,0.720858621,0.317355389,0.197731805,0.777825793
99219.js,-1,-1,-1,-1,-1
99227.js,-1,-1,-1,-1,-1
99288.js,0.51920659,-1,0.523605628,0.031522858,0.68665803
99502.js,0.198467266,0.698379902,0.198467266,0.165675578,0.724743075
9958.js,0.146344812,0.658280589,0.146344812,0.137260991,0.923076923
99582.js,0.324984574,0.742583799,0.324984574,0.282687005,0.852111642
99601.js,0.311865795,0.468840698,0.311865795,0.348223263,-1
99611.js,0.564892915,0.667726633,-1,0.543313211,-1
99912.js,-1,-1,-1,-1,-1
99925.js,-1,-1,-1,-1,-1
99957.js,-1,-1,-1,-1,-1
99986.js,0.142253603,0.916666667,0.142253603,0.12088642,0.916666667
99988.js,0.261368041,0.722891566,0.261368041,0.100287695,0.722891566