FileName,jsjiami_unweighted_old,jsjiami_unweighted,jsjiami_recover_unweighted_old,jsjiami_recover_unweighted,,,
56410.js,0.510799093,0.46140587,0.52963,0.609132556,,,
56547.js,0.661391047,0.561953256,0.588354224,0.709253393,,,
56601.js,0.548366814,0.465669104,0.501240292,0.62234923,,,
56923.js,0.549273471,0.520276018,0.59325366,0.639008384,,,
57025.js,0.483442152,0.227071858,0.220940989,0.568041452,,,
57223.js,0.636735235,0.550360407,0.569945362,0.675891028,,,
57320.js,0.164398987,0.162650012,0.676123404,0.676123404,,,
57339.js,1,1,1,1,,,
57449.js,0.486844825,0.404062057,0.458044255,0.620521987,,,
57481.js,0.528271374,0.397074804,0.446619516,0.640884237,,,
5758.js,0.591260858,0.46300266,0.480676301,0.703001156,,,
57583.js,0.615505076,0.516610047,0.542257532,0.6920821,,,
57591.js,0.441979851,0.414510666,0.664730688,0.582323232,,,
57617.js,0.428571429,0.331813338,0.489995958,0.634440365,,,
57674.js,0.103142125,0.111111111,-1,0,,,
57698.js,0.45547326,0.427086171,0.498251508,0.56577895,,,
58229.js,0.628168418,0.454545455,0.520709679,0.789706505,,,
58412.js,0.454814019,0.355334527,0.38298937,0.564524496,,,
58550.js,0.426781978,0.380766697,0.501674345,0.675337753,,,
58570.js,0.400146172,0.356253703,0.554331453,0.66552648,,,
58685.js,0.572913043,0.549872123,0.615624458,0.665340426,,,
58800.js,0.455198531,0.42897158,0.65519368,0.586145491,,,
58819.js,0.242535625,0.227625727,0.676123404,0.676123404,,,
58829.js,0.420962141,0.342472238,0.419379084,0.796582186,,,
58867.js,0.572717529,0.483482394,0.493461087,0.600681828,,,
58897.js,0.45612273,0.409090909,0.53293871,0.630812281,,,
59029.js,0.406403531,0.392006265,0.561485812,0.5183357,,,
5905.js,0.642967596,0.480180346,0.51966696,0.748126947,,,
59093.js,0.430795243,0.428048728,0.478869212,0.538236374,,,
59099.js,0.464798317,0.44617006,0.586478154,0.551446795,,,
59106.js,0.60919464,0.557668806,0.595466041,0.687923316,,,
59296.js,0.571170958,0.500849913,0.546301901,0.663720947,,,
59309.js,0.537132654,0.484516354,0.619153929,0.807922376,,,
59355.js,1,1,1,1,,,
59383.js,0.456383298,0.456383298,0.630072012,0.658088754,,,
59534.js,0.152943823,0.139686059,0.816496581,0.816496581,,,
59540.js,0.353835579,0.337520921,0.825500826,0.40730654,,,
59559.js,0.144337567,0.150329206,0.816496581,0.816496581,,,
59875.js,0.328165062,0.284088826,0.66391373,0.955533086,,,
6010.js,0.450680905,0.428801781,0.556108498,0.603067167,,,
60128.js,1,0.691564075,0.691564075,1,,,
60393.js,0.440519269,0.423518165,0.711091834,0.648672467,,,
60820.js,0.404063471,0.36421789,0.555959449,0.642261629,,,
61022.js,0.5644473,0.43643578,0.412566512,0.770092091,,,
61201.js,0.535479184,0.493224447,0.525276345,0.624945635,,,
61254.js,0.755742182,0.755742182,0.755742182,0.755742182,,,
61443.js,0.529450661,0.415004851,0.495237987,0.690053558,,,
61535.js,0.267945651,0.26789986,0.455420034,0.770053541,,,
61596.js,0.574376772,0.491575567,0.553557661,0.677596695,,,
61603.js,0.497938307,0.463160746,0.593390829,0.638197647,,,
61618.js,0.163956459,0.166205624,1,0.845154255,,,
61642.js,0.326774738,0.308588707,0.577615535,0.577615535,,,
61757.js,0.396134331,0.39158614,0.526219,0.56348858,,,
61902.js,0.422054906,0.328008435,0.367256304,0.538638635,,,
61999.js,0.518581979,0.471686857,0.62356947,0.683318142,,,
62021.js,1,0.6770032,0.288675135,0.288675135,,,
62048.js,0.440659428,0.412852917,0.621059003,0.682288239,,,
62277.js,0.611216143,0.444569895,0.497547336,0.816625234,,,
62461.js,0.336205574,0.298060298,0.353553391,0.353553391,,,
62479.js,0.519478208,0.444740364,0.501991867,0.633405048,,,
62519.js,0.473356515,0.453438852,0.708783584,0.68412805,,,
62758.js,0.506629332,0.482356575,0.573517787,0.59980278,,,
6279.js,0.663772596,0.457346354,0.535382537,0.891427427,,,
62802.js,0.432451925,0.350187759,0.462193767,0.752824502,,,
62914.js,0.635502218,0.519613873,0.545815471,0.690925125,,,
63048.js,0.725220029,0.339439618,0.268449482,0.18970956,,,
63155.js,0.445271793,0.383443096,0.528312098,0.627737249,,,
63225.js,0.35364436,0.328463264,0.561252759,0.732469219,,,
63230.js,0.464221031,0.382514296,0.506045399,0.716928179,,,
63301.js,0.49936207,0.355662377,0.432543999,0.73233885,,,
634.js,0.431457464,0.326043196,0.490352189,0.671286386,,,
63457.js,0.3191686,0.302407368,0.538270796,0.553225608,,,
63628.js,0.503326665,0.467501786,0.537116062,0.616199162,,,
63674.js,0.684653197,0.487227196,0.484248994,0.688390031,,,
6370.js,0.40430377,0.386164223,0.813489217,0.76742138,,,
63757.js,0.459149877,0.430695204,0.520921898,0.604205038,,,
63819.js,1,0.433012702,0.433012702,1,,,
64206.js,1,0.326705131,-1,1,,,
6422.js,0.411919805,0.337649713,0.521723721,0.749658792,,,
64731.js,0.443290593,0.399917381,0.367607311,0.759554525,,,
6476.js,0.611654055,0.522920497,0.595966715,0.750578854,,,
65036.js,0.531021683,0.405823035,0.458063551,0.631752921,,,
65052.js,0.550927952,0.438117854,0.469753174,0.653789208,,,
65219.js,0.57049487,0.467863664,0.571086096,0.743211371,,,
65267.js,0.417028828,0.374087812,0.475953765,0.570323432,,,
65321.js,0.431593894,0.394795412,0.488724645,0.552721287,,,
65459.js,0.525259983,0.496933303,0.600887496,0.649879663,,,
65727.js,0.799305293,0.46708502,0.477969475,0.845845447,,,
6586.js,0.637345551,0.545740217,0.566111133,0.672202455,,,
66106.js,0.763744585,0.633622717,0.660503221,0.811385968,,,
66225.js,0.627382785,0.555434265,0.581789728,0.671591142,,,
66323.js,0.711789946,0.611347614,0.643807556,0.765691762,,,
66363.js,0.61497046,0.5269325,0.573565713,0.703183203,,,
66365.js,0.635534986,0.432735308,0.443765912,0.661612633,,,
66377.js,0.505847873,0.486213079,0.626507843,0.643028775,,,
66394.js,0.490557853,0.442129759,0.542924895,0.606315638,,,
66399.js,0.663480687,0.415356161,0.441720929,0.786734602,,,
66502.js,0.583809967,0.426563596,0.435187128,0.602434857,,,
66877.js,0.188982237,0.15089291,0.516397779,0.721687836,,,
66945.js,0.2057378,0.191455509,0.647150229,0.703526471,,,
67353.js,0.296283855,0.274906437,0.572656287,0.572656287,,,
67476.js,0.390034225,0.368935442,0.689429112,0.60782444,,,
67544.js,0.376002964,0.354950873,0.523811501,0.609218565,,,
67717.js,0.337460346,0.324635906,0.591736407,0.568057282,,,
67724.js,0.516752327,0.351987676,0.388185716,0.801297816,,,
67737.js,0.52463654,0.400777155,0.46559094,0.664504363,,,
67918.js,0.304788738,0.28520118,0.846809798,0.846809798,,,
67961.js,0.410138082,0.409972791,0.622752369,0.628618557,,,
67981.js,0.278060343,0.225788379,0.584306547,0.527046277,,,
68040.js,0.500902089,0.405756815,0.497616602,0.670498631,,,
6806.js,0.477496022,0.45667313,0.561341399,0.770140607,,,
68706.js,0.539856058,0.464505746,0.622066528,0.786862152,,,
69198.js,0.310776247,0.296434941,0.620505228,0.620505228,,,
69216.js,0.154764647,0.147844254,1,1,,,
69246.js,0.190692518,0.147699048,0.384900179,0.721687836,,,
69472.js,0.167225016,0.151306883,0.577350269,0.577350269,,,
69578.js,0.477215929,0.394660323,0.513762333,0.710584947,,,
69604.js,0.193046836,0.177238857,0.721687836,0.721687836,,,
69635.js,0.36729401,0.350124959,0.553596168,0.593665751,,,
69705.js,0.289318781,0.243076396,0.541666667,0.588348405,,,
69826.js,0.579222203,0.574422458,0.639835835,0.671823647,,,
70353.js,0.246182982,0.220326325,0.821583836,0.821583836,,,
70364.js,0.292429195,0.282958229,0.71474169,0.71474169,,,
70748.js,0.420084025,0.352425626,0.570108535,0.769948383,,,
70775.js,0.236473287,0.234333213,0.629940788,0.607830674,,,
70848.js,0.359471505,0.342962269,0.742746075,0.727430078,,,
71032.js,0.294753172,0.26883338,0.650600049,0.632771997,,,
71077.js,0.278886676,0.258815853,0.868599036,0.868599036,,,
7167.js,0.425744925,0.336685525,0.42953209,0.590909091,,,
71688.js,0.669770811,0.510904402,0.48037729,0.672665296,,,
71716.js,0.842971784,0.63327561,0.642304984,0.851867627,,,
71738.js,0.194601702,0.189618185,0.456435465,0.422577127,,,
71744.js,0.150755672,0.145864991,0.816496581,0.816496581,,,
71750.js,0.15430335,0.148249863,0.816496581,0.816496581,,,
72068.js,0.305085108,0.27662563,0.403505764,0.448358831,,,
72259.js,0.563650639,0.509188622,0.559391142,0.638117228,,,
72273.js,0.66926124,0.572421105,0.596348866,0.705941496,,,
72470.js,0.586436582,0.539015417,0.614062687,0.673612005,,,
72581.js,0.600528641,0.500438325,0.567972727,0.712306166,,,
72777.js,0.202159478,0.193460333,0.703526471,0.777777778,,,
73103.js,0.461248101,0.40180043,0.597277897,0.728492228,,,
73109.js,0.512207713,0.505900605,0.674418865,0.75200245,,,
73132.js,0.46685726,0.434053436,0.801486173,0.84407222,,,
73187.js,0.607711313,0.519309201,0.594520161,0.734015177,,,
73243.js,0.491163207,0.463280122,0.488158641,0.534082048,,,
73244.js,0.510867439,0.456539345,0.527724239,0.590707681,,,
7325.js,0.520389953,0.482033837,0.604458171,0.645397737,,,
73300.js,0.227272727,0.21873932,0.544949261,0.544949261,,,
73432.js,0.686457047,0.542079749,0.550850875,0.698068959,,,
73442.js,0.513491471,0.406637232,0.460279283,0.622210294,,,
7745.js,0.546914378,0.498438952,0.554570026,0.635619581,,,
7775.js,0.616845984,0.485710173,0.498054326,0.646273939,,,
78018.js,0.423831697,0.387350603,0.483768317,0.537144131,,,
78361.js,0.453030337,0.410668539,0.475128193,0.563653671,,,
78393.js,0.421149191,0.402099251,0.522036898,0.530257383,,,
78604.js,0.434367647,0.414512634,0.53915739,0.571087258,,,
78626.js,0.42725804,0.417219253,0.535554604,0.533667434,,,
78937.js,0.448112013,0.386267103,0.505427343,0.575749273,,,
79119.js,0.435098291,0.384658767,0.479742436,0.575749273,,,
79406.js,0.454211731,0.406957137,0.479351637,0.563207227,,,
79496.js,0.453030337,0.409410745,0.473882769,0.563653671,,,
79644.js,0.432733655,0.399484731,0.520447246,0.594370552,,,
79783.js,0.532435296,0.495103962,0.557051493,0.599753239,,,
79806.js,0.607185063,0.522618766,0.56761448,0.725768568,,,
79827.js,0.489664496,0.391936628,0.528007223,0.685784362,,,
80041.js,0.257539377,0.246914582,0.755928946,0.755928946,,,
80045.js,0.676206817,0.532103145,0.540370087,0.684653224,,,
80055.js,0.638998648,0.509249754,0.523519505,0.670280063,,,
80121.js,0.500752304,0.479294385,0.623826877,0.730542759,,,
80761.js,0.474045463,0.415825279,0.556127998,0.646632301,,,
80781.js,0.602800454,0.469566419,0.49293624,0.636854098,,,
81381.js,0.585175457,0.544987774,0.608420676,0.707007771,,,
81439.js,0.509259242,0.442037677,0.564432521,0.67343503,,,
81583.js,0.542599232,0.5312493,0.600589659,0.615667872,,,
81680.js,0.493346536,0.464738045,0.568266242,0.607830674,,,
81791.js,0.548745814,0.447806039,0.550416733,0.709138967,,,
8184.js,0.336752226,0.286512744,0.548971641,0.817423891,,,
81895.js,0.49205628,0.469198927,0.609095179,0.647814533,,,
81923.js,0.502419407,0.512829356,0.580486258,0.581060603,,,
81975.js,0.495499945,0.479589209,0.559513678,0.586025798,,,
82065.js,0.534597795,0.501375424,0.554638196,0.621320266,,,
82079.js,0.5610285,0.522000159,0.579023682,0.632562374,,,
82121.js,0.551867748,0.480651443,0.579598838,0.70458068,,,
82246.js,0.548203095,0.51262373,0.625078845,0.662134187,,,
82363.js,0.533929464,0.502090371,0.51881982,0.559494011,,,
82510.js,0.577115243,0.553144237,0.574098953,0.597732319,,,
82835.js,0.566152975,0.443019556,0.456631519,0.589788065,,,
82848.js,0.606751166,0.451343958,0.474176001,0.677870241,,,
82951.js,0.418738222,0.279321145,0.206583352,0.463707766,,,
83022.js,0.588146188,0.53026838,0.568875809,0.672644613,,,
83042.js,0.367879512,0.337349542,0.571547607,0.601133397,,,
83096.js,0.616815407,0.517845461,0.528824893,0.636294341,,,
83154.js,0.661755593,0.589020245,0.625714286,0.784140598,,,
83287.js,0.624046204,0.503408965,0.465388725,0.626785296,,,
83488.js,0.673063169,0.498621038,0.46015275,0.696728298,,,
83510.js,0.638731511,0.490453856,0.428438969,0.631966305,,,
83582.js,0.625470513,0.482497851,0.425815314,0.615528831,,,
83628.js,0.686593355,0.491706112,0.448614561,0.688339627,,,
83803.js,0.673817789,0.492472818,0.459507224,0.674243798,,,
83881.js,0.636860399,0.505296152,0.539850944,0.711598853,,,
83941.js,0.77370373,0.57163283,0.581422032,0.793614646,,,
83992.js,0.476037212,0.460215598,0.560007364,0.604987808,,,
84008.js,0.513442772,0.409357757,0.437210898,0.577521972,,,
84075.js,0.395628284,0.378716642,0.69047619,0.69047619,,,
84203.js,0.187317162,0.177238857,0.645497224,0.721687836,,,
8424.js,0.1786474,0.146176337,0.384900179,0.833333333,,,
84248.js,0.630576301,0.489811193,0.497637898,0.647002618,,,
84337.js,0.251312345,0.23267002,0.300416378,0.376386326,,,
84365.js,0.389611347,0.384540268,0.712725569,0.688141387,,,
84901.js,0.497601905,0.460526316,0.615251286,0.609026336,,,
84950.js,0.213980246,0.204124145,0.400320385,0.43519414,,,
84966.js,0.576681822,0.507834501,0.539210097,0.639299522,,,
85373.js,0.335672543,0.318896402,0.578351745,0.529812943,,,
85388.js,0.264906471,0.252101397,0.750939261,0.468292906,,,
85769.js,0.568232919,0.453707122,0.546144633,0.746202507,,,
85776.js,0.496880266,0.35864269,0.451882054,0.691291127,,,
86047.js,0.364109541,0.330424024,0.518673056,0.563300712,,,
86050.js,0.506680697,0.402056569,0.471442786,0.636806338,,,
86060.js,0.606571719,0.471774973,0.504793985,0.691867992,,,
86065.js,0.538099998,0.448889937,0.478351617,0.634518361,,,
86235.js,0.348211777,0.347361442,0.735294118,0.569887851,,,
86436.js,0.366339614,0.347182537,0.701862406,0.385758375,,,
86504.js,0.376162793,0.338666173,0.577196371,0.701862406,,,
86507.js,0.393683687,0.313659805,0.335578028,0.335578028,,,
86715.js,0.563506956,0.355110181,0.190346747,0.779228081,,,
86735.js,0.501169508,0.433356756,0.453474481,0.561637108,,,
86811.js,0.409596885,0.390014245,0.754247233,0.738024966,,,
86832.js,0.569154884,0.551932852,0.601001226,0.619073197,,,
86969.js,0.631758803,0.477412779,0.514746544,0.71213448,,,
87032.js,0.148087219,0.141534629,0.577350269,0.516397779,,,
87083.js,0.151724282,0.170664037,0.721687836,0.516397779,,,
87103.js,0.326148639,0.314120561,0.684738795,0.701240892,,,
87319.js,0.380130606,0.341101257,0.500881177,0.632276273,,,
87347.js,0.421083944,0.366563792,0.360845194,0.600386469,,,
87349.js,0.398045667,0.376548773,0.589842135,0.644065396,,,
87389.js,0.489835805,0.400259,0.450601427,0.637460997,,,
87599.js,0.42704717,0.4050641,0.602123217,0.679073759,,,
87741.js,0.455524798,0.429951472,0.528387485,0.600381316,,,
87868.js,0.243975018,0.229415734,0.730296743,0.730296743,,,
87950.js,0.324966842,0.306970307,0.56694671,0.59947894,,,
88026.js,0.691789093,0.586851182,0.605112171,0.718613977,,,
88245.js,0.2133948,0.203615741,0.649519053,0.649519053,,,
88281.js,0.373425549,0.338445645,0.46283353,0.468521286,,,
88338.js,0.400771457,0.366345833,0.499230177,0.509901951,,,
88368.js,0.681879258,0.578512397,0.622036505,0.754958908,,,
88502.js,0.209083349,0.197545919,0.714434508,0.782623792,,,
88562.js,0.756286444,0.414398618,0.387016953,0.815295474,,,
88584.js,0.373425549,0.342928564,0.466706681,0.486664263,,,
88669.js,0.506459873,0.472805429,0.492123359,0.588612476,,,
88692.js,0.389819384,0.378517862,0.637863512,0.650250368,,,
88889.js,0.592110219,0.514559069,0.558072108,0.672345513,,,
89372.js,0.288967075,0.280519442,0.635690173,0.621717254,,,
89559.js,0.228085776,0.209019904,0.804030252,0.804030252,,,
89608.js,0.515678215,0.504233525,0.617286891,0.636481703,,,
89708.js,0.403265103,0.367194191,0.397491537,0.446683606,,,
89933.js,0.387089706,0.38508535,0.446626701,0.454578386,,,
90873.js,0.476424354,0.464625487,0.508921295,0.532354411,,,
90997.js,0.461084152,0.448147261,0.503139701,0.51832024,,,
9117.js,0.935414347,0.4679096,0.4679096,0.935414347,,,
91312.js,0.540949521,0.491720144,0.552613848,0.609996968,,,
91394.js,0.341578564,0.33379671,0.529181576,0.540728715,,,
91446.js,0.435241161,0.414416404,0.48354568,0.529125363,,,
91677.js,0.480616027,0.467236589,0.528087294,0.582629507,,,
91734.js,0.564163766,0.546756233,0.60267438,0.631072939,,,
91748.js,0.495545527,0.441133357,0.472557742,0.554277214,,,
92077.js,0.609335046,0.5302527,0.543404992,0.631226705,,,
92546.js,0.575452307,0.48698542,0.536193615,0.645341686,,,
92794.js,0.455073455,0.442580489,0.56287506,0.618521888,,,
93449.js,0.421954903,0.405069813,0.572280814,0.589847939,,,
93824.js,0.632551081,0.558513764,0.578205925,0.661486126,,,
93844.js,0.594300913,0.553385481,0.58657532,0.639101103,,,
93979.js,0.613007371,0.523383119,0.530441723,0.628793749,,,
94051.js,0.53381317,0.484316797,0.488215901,0.53742012,,,
94210.js,0.308175384,0.270695146,0.577350269,0.890263815,,,
94270.js,0.456299953,0.356352038,0.429480183,0.621789536,,,
94309.js,0.418195029,0.363723324,0.564445009,0.709208143,,,
94320.js,0.648074638,0.47194968,0.515413311,0.754017599,,,
94449.js,0.544607846,0.490507572,0.610589165,0.698065189,,,
94637.js,0.164091297,0.161984774,0.569802882,0.569802882,,,
94705.js,0.239045722,0.224544357,0.629940788,0.56694671,,,
94749.js,0.381065612,0.321933932,0.45720843,0.69680569,,,
94934.js,0.467001137,0.405538356,0.573341293,0.702764221,,,
94937.js,0.552212047,0.473474678,0.569852762,0.753388116,,,
95059.js,0.199263349,0.189484182,0.560448538,0.490098029,,,
95121.js,0.506936945,0.419501009,0.470485149,0.62500221,,,
95177.js,0.558923365,0.455749843,0.475425472,0.589660156,,,
95188.js,0.358979079,0.355334527,0.790263329,0.723355544,,,
95239.js,0.591938946,0.436765055,0.444480232,0.599931278,,,
95304.js,0.565495039,0.471613747,0.53749431,0.68076166,,,
95349.js,0.543809181,0.544934159,0.611584368,0.609486702,,,
95354.js,0.557273793,0.549355574,0.607720206,0.614789591,,,
95511.js,0.590299641,0.515979146,0.559505416,0.673621449,,,
95745.js,0.476878775,0.373101254,0.284652043,0.436759746,,,
95768.js,0.537145861,0.358678002,0.374040255,0.576603364,,,
96010.js,0.607196338,0.581756409,0.614731154,0.642877768,,,
96286.js,0.535907915,0.470602642,0.534282688,0.634875844,,,
96412.js,0.555098058,0.486717571,0.613284488,0.754512021,,,
96460.js,0.315966744,0.309889893,0.707106781,0.509253454,,,
96609.js,0.439155033,0.426042961,0.53567963,0.526736103,,,
96866.js,0.303061226,0.290007395,0.610695507,0.610695507,,,
96992.js,0.671859243,0.553714621,0.619167926,0.792321174,,,
97023.js,0.553739676,0.451477589,0.538269089,0.714957461,,,
971.js,0.294331473,0.273229533,0.526234812,0.526234812,,,
97154.js,0.477657576,0.347609428,0.415254385,0.595249367,,,
97160.js,0.425006723,0.392638098,0.636655003,0.696962783,,,
97966.js,0.632457868,0.547443643,0.59240058,0.700525245,,,
97999.js,0.447340411,0.387644601,0.636077923,0.355829997,,,
9814.js,0.396443075,0.352163511,0.598517906,0.678091891,,,
98605.js,0.493823601,0.478961303,0.678193078,0.636146425,,,
98613.js,0.465190856,0.448324919,0.659878351,0.671063527,,,
98791.js,0.516397779,0.449041603,0.486116307,0.599375975,,,
98893.js,0.543139918,0.51379034,0.566727997,0.596778072,,,
98898.js,0.608531994,0.569603477,0.572725696,0.622623654,,,
98983.js,0.541365655,0.491951164,0.537806777,0.608827291,,,
99018.js,0.601061602,0.516952414,0.551759038,0.663604582,,,
99031.js,0.575392457,0.476289672,0.521944204,0.673377407,,,
99032.js,0.622299102,0.480642798,0.503711423,0.677354292,,,
99044.js,0.532824172,0.514983839,0.545943541,0.559562288,,,
99156.js,0.475953098,0.417064595,0.50173233,0.607021891,,,
99288.js,0.5791653,0.587188139,0.574875263,0.55690811,,,
99502.js,0.33959982,0.305232639,0.563343032,0.571969441,,,
9958.js,0.276533159,0.237743011,0.6094494,0.923076923,,,
99582.js,0.492306033,0.475774139,0.548720119,0.592732834,,,
99601.js,0.527797457,0.410496303,0.453856713,0.636999169,,,
99611.js,0.632994021,0.535632765,0.555023143,0.663031511,,,
99986.js,0.229765796,0.227397013,0.544331054,0.6172134,,,
99988.js,0.40467845,0.388393428,0.534183427,0.604265025,,,